HIP	ha_calc_uncorr	ha_obs	dec_calc_uncorr	dec_obs	Date
69673	-2.47700840377777	-2.470833333333335	19.088075095720054	18.349444444444444	2018-04-19 00:00:00
58001	-0.8743267516389679	-0.8697222222222223	53.595689647212076	52.76916666666666	2018-04-20 00:00:00
62956	-1.7974029151517499	-1.793333333333333	55.862940527662715	55.031666666666666	2018-04-20 00:00:00
65378	-2.1501607632460935	-2.1463888888888896	54.83191403674464	53.97888888888889	2018-04-20 00:00:00
69673	-2.854234172771605	-2.85027777777778	19.088104696200332	18.321944444444444	2018-04-20 00:00:00
49669	1.4623965627371938	1.4658333333333324	11.876775763366787	11.115	2018-04-20 00:00:00
57632	-0.15823235458600848	-0.1544444444444455	14.470078375714067	13.7	2018-04-20 00:00:00
54872	0.47368744034696064	0.4772222222222222	20.42384087781236	19.674722222222222	2018-04-20 00:00:00
54872	0.8004004189337142	0.8000000000000007	20.424350902729337	20.435555555555556	2018-05-07 00:00:00
69673	-1.7120392848425094	-1.7122222222222234	19.088809942742316	19.08277777777778	2018-05-07 00:00:00
65378	-0.7443048134158676	-0.7436111111111128	54.833200054639036	54.79222222222222	2018-05-07 00:00:00
54061	1.6971644699876673	1.6980555555555572	61.656398780027395	61.64055555555556	2018-05-07 00:00:00
65474	-0.09724379540715589	-0.09694444444444272	-11.256476516351615	-11.23861111111111	2018-05-07 00:00:00
86032	-4.03263812592618	-4.0319444444444414	12.54757913930422	12.56	2018-05-07 00:00:00
81693	-2.8581692373409293	-2.8583333333333325	31.56997210028421	31.557222222222222	2018-05-07 00:00:00
76267	-1.5829266518487444	-1.5827777777777783	26.65456176797378	26.613333333333333	2018-05-07 00:00:00
72105	-0.6882952465972085	-0.6880555555555556	26.99888487921713	26.982499999999998	2018-05-07 00:00:00
73555	-0.8941885286769118	-0.8938888888888883	40.32024084127822	40.28472222222222	2018-05-07 00:00:00
80331	-2.158809121386488	-2.158611111111112	61.47301578248026	61.41222222222222	2018-05-07 00:00:00
59774	2.100038975422537	2.100833333333334	56.93486568198486	56.855555555555554	2018-05-07 00:00:00
67301	0.6634736500551153	0.6633333333333322	49.22487148662321	49.1325	2018-05-07 00:00:00
71957	-0.15061285629280086	-0.1502777777777755	-5.73636841885491	-5.707222222222223	2018-05-07 00:00:00
50583	0.9088303482327778	0.9088888888888871	19.749135016649806	19.74888888888889	2018-05-08 00:00:00
57632	-0.22764120105137486	-0.22666666666666657	14.470567327540687	14.45722222222222	2018-05-08 00:00:00
62956	-1.2167989555207956	-1.2155555555555555	55.864221085192064	55.87416666666667	2018-05-08 00:00:00
65474	-1.6027985120126136	-1.601111111111111	-11.25647498003894	-11.233333333333333	2018-05-08 00:00:00
49669	1.8444042829513272	1.8444444444444432	11.877113018898308	11.886388888888888	2018-05-08 00:00:00
36850	4.487757913952685	4.488333333333334	31.846752211054426	31.864722222222223	2018-05-08 00:00:00
37826	4.434877268763518	4.4352777777777765	27.98069367478526	27.980555555555554	2018-05-08 00:00:00
76267	-2.8412618304075696	-2.8422222222222224	26.654605283942303	26.592777777777776	2018-05-08 00:00:00
69673	-1.4378733477756303	-1.4386111111111113	19.088852288848454	19.054722222222225	2018-05-08 00:00:00
74785	-2.383403944892901	-2.3836111111111116	-9.4487336469424	-9.431666666666667	2018-05-08 00:00:00
67301	2.695641551067368	2.6966666666666654	49.22777483752872	49.17527777777777	2018-06-30 00:00:00
81693	-0.0332669231455327	-0.023888888888887294	31.57374793849822	31.57777777777778	2018-06-30 00:00:00
91262	-1.8764392287016207	-1.8758333333333326	38.803489670372755	38.760555555555555	2018-06-30 00:00:00
86032	-0.7300583517374335	-0.7291666666666643	12.550344516251027	12.545277777777777	2018-06-30 00:00:00
72105	0.6534255767670434	0.6536111111111111	27.00173012241974	27.001666666666665	2018-07-01 00:00:00
72622	0.8182507957948353	0.8180555555555564	-16.116320270186975	-16.055	2018-07-01 00:00:00
77070	0.34693956635834944	0.3475000000000019	6.371573363655834	6.35861111111111	2018-07-01 00:00:00
79593	-0.07202558185771224	-0.07138888888889028	-3.738328229872201	-3.7447222222222223	2018-07-01 00:00:00
69673	2.02720088401899	2.027222222222223	19.09098809841118	19.072499999999998	2018-07-01 00:00:00
93747	-2.646195777519207	-2.645555555555557	13.893565241014397	13.879444444444445	2018-07-01 00:00:00
97165	-3.1146330021850233	-3.1138888888888907	45.17664482220827	45.14388888888889	2018-07-01 00:00:00
97278	-3.0774788447204777	-3.076111111111114	10.66038164268043	10.644444444444444	2018-07-01 00:00:00
80816	0.2540390453695949	0.25444444444444514	21.453937079196844	21.447222222222223	2018-07-01 00:00:00
67301	3.040647387729786	3.041944444444443	49.227798760911455	49.211666666666666	2018-07-01 00:00:00
72105	2.148704148079551	2.149166666666666	27.00174165259739	26.964444444444442	2018-07-01 00:00:00
91262	-2.527276591189242	-2.5275000000000034	38.80411914368237	38.7975	2018-07-08 00:00:00
87833	-1.767750870797233	-1.7674999999999983	51.490619484054655	51.45	2018-07-08 00:00:00
85670	-1.281314401795587	-1.280555555555555	52.29219033245757	52.221944444444446	2018-07-08 00:00:00
84345	-0.9583493204828173	-0.9577777777777783	14.373575959920165	14.317777777777778	2018-07-08 00:00:00
80816	-0.15038971751090102	-0.14999999999999858	21.454293638865998	21.470555555555553	2018-07-08 00:00:00
79593	0.1613220750274813	0.16138888888889014	-3.7381656317048266	-3.736666666666667	2018-07-08 00:00:00
77070	0.7386251552094016	0.7383333333333333	6.371805735193483	6.393888888888889	2018-07-08 00:00:00
76267	0.9587538411042171	0.9586111111111109	26.658073732912975	26.641944444444444	2018-07-08 00:00:00
74785	1.3332530180887598	1.3327777777777765	-9.448028495453157	-9.4025	2018-07-08 00:00:00
69673	2.591675207747617	2.591666666666667	19.091208083433983	19.101666666666667	2018-07-08 00:00:00
72105	2.170122732108844	2.17	27.00201851175784	26.989722222222223	2018-07-08 00:00:00
67301	3.229030487082527	3.2300000000000004	49.2279871244123	49.21611111111111	2018-07-08 00:00:00
65378	3.6724537272225994	3.6741666666666646	54.83599209696773	54.80083333333333	2018-07-08 00:00:00
62956	4.228056302969048	4.229722222222222	55.86644075248592	55.85527777777778	2018-07-08 00:00:00
58001	5.3122723101610365	5.313888888888886	53.597938836734656	53.55777777777777	2018-07-08 00:00:00
86742	-0.32326328083789946	-0.3227777777777767	4.563448833934659	4.5616666666666665	2018-07-08 00:00:00
