HIP		RA		Dec		LST

97649		19 52 06	08 46 20	20 29 00
91262		18 37 58	38 39 12	21 17 00
102098		20 42 29	45 10 37 	21 24 00
677		00 09 46	29 02 01	21 37 00
746		00 10 36	59 02 06	21 46 00
3179		00 41 59  	56 25 43	21 51 00
4427		00 58 14	60 35 17	21 58 00
105199		21 19 25	62 26 49 	22 09 00
97649		19 52 07	08 46 51	22 15 00
5447		01 11 11	35 33 21	22 23 00
113963		23 06 04	15 10 32	22 32 00
100453		20 23 18	40 10 24	22 41 00
102488		20 47 22	33 55 05	23 00 00
